등록번호,상호,소재지,대표자,사무소전화번호,상태,데이터기준일자
11710-2022-00170,잠실방송공인중개사사무소,"서울특별시 송파구 석촌호수로 284 419호(송파동, 현대레이크빌)",박재영,02-2202-0114,영업중,2024-08-12
11710-2022-00171,월가공인중개사사무소,"서울특별시 송파구 송파대로 201 A동 A-106호(문정동, 송파테라타워2)",정진희,02-449-3344,영업중,2024-08-12
11710-2022-00175,성공공인중개사사무소,"서울특별시 송파구 올림픽로 203 1층116호(잠실동, 잠실중앙상가)",박선희,02-416-3001,영업중,2024-08-12
11710-2022-00177,대진공인중개사사무소,"서울특별시 송파구 양재대로 1222 중심상가동 1층73호(방이동, 올림픽선수기자촌아파트)",백미영,02-403-5252,영업중,2024-08-12
11710-2022-00178,현대공인중개사사무소,서울특별시 송파구 양재대로71길 16 1층(방이동),김성은,02-424-0119,영업중,2024-08-12
11710-2022-00179,다올공인중개사사무소,서울특별시 송파구 마천로 389 2층(마천동),손유정,02-408-8955,영업중,2024-08-12
11710-2022-00180,레미니스금빛공인중개사사무소,"서울특별시 송파구 동남로 341 상가동 106호(오금동, 송파레미니스2단지)",이상윤,02-424-5558,영업중,2024-08-12
11710-2022-00182,금성공인중개사사무소,"서울특별시 송파구 올림픽로 119 1B06,1B07호(잠실동, 잠실파인애플상가)",김은영,02-417-4989,영업중,2024-08-12
11710-2022-00184,두꺼비공인중개사사무소,"서울특별시 송파구 올림픽로 203 1층147호(잠실동, 중앙상가)",오옥련,02-413-5858,영업중,2024-08-12
11710-2022-00185,일강공인중개사사무소,"서울특별시 송파구 법원로 114 A동 A-209호(문정동, 엠스테이트)",안대영,02-409-0339,영업중,2024-08-12
11710-2022-00188,열린공인중개사사무소,서울특별시 송파구 올림픽로 130 1층(잠실동),이웅기,02-422-2444,영업중,2024-08-12
11710-2022-00189,라이브부동산중개법인주식회사,"서울특별시 송파구 백제고분로7길 3-10 301호(잠실동, 잠실렉스빌2차)",송준훈,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00190,선한부동산공인중개사사무소,"서울특별시 송파구 동남로8길 30-9 101동 101호(문정동, 엠카운티)",이한구,02-449-5217,영업중,2024-08-12
11710-2022-00191,부동산링크공인중개사사무소,서울특별시 송파구 백제고분로 446 3층(방이동),이기옥,02-420-7840,영업중,2024-08-12
11710-2022-00193,부동산데일리공인중개사사무소,"서울특별시 송파구 법원로4길 6 131호(문정동, 문정아이파크)",백영기,02-408-7880,영업중,2024-08-12
11710-2022-00194,라온공인중개사사무소,서울특별시 송파구 중대로 318 2층(오금동),윤현지,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00195,한주공인중개사사무소,서울특별시 송파구 동남로4길 35 1층(문정동),구언림,02-443-3388,영업중,2024-08-12
11710-2022-00196,송파랜드공인중개사사무소,서울특별시 송파구 올림픽로10길 56 1층(잠실동),주종하,02-413-9949,영업중,2024-08-12
11710-2022-00198,가나공인중개사사무소,"서울특별시 송파구 마천로 315 101동상가 115호(마천동, 현대그린빌)",이희수,02-404-3202,영업중,2024-08-12
11710-2022-00199,씨리얼공인중개사사무소,서울특별시 송파구 마천로 351 2층(마천동),조지현,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00200,채민서공인중개사사무소,"서울특별시 송파구 정의로7길 13 오피스722호(문정동, 힐스테이트에코송파)",채민서,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00201,청와대부동산중개법인주식회사,서울특별시 송파구 올림픽로12길 14 2층(잠실동),이진영,02-786-1100,영업중,2024-08-12
11710-2022-00206,대성리센츠공인중개사사무소,"서울특별시 송파구 올림픽로 145 상가동 1A82호(잠실동, 리센츠)",박연희,02-422-1155,영업중,2024-08-12
11710-2022-00207,신현대공인중개사사무소,서울특별시 송파구 풍성로24길 38 1층(풍납동),황화경,02-476-0894,영업중,2024-08-12
11710-2022-00208,잠실새내플래티넘공인중개사사무소,"서울특별시 송파구 백제고분로7길 49 106호(잠실동, 쌍용더플래티넘잠실)",조강준,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00209,국제공인중개사사무소,"서울특별시 송파구 중대로 24 상가(1)동 1층118호, 118-1호(문정동, 올림픽훼밀리타운아파트)",김선문,02-400-0024,영업중,2024-08-12
11710-2022-00210,잠실금풍공인중개사사무소,"서울특별시 송파구 올림픽로 119 1A33호(잠실동, 잠실파인애플상가)",이금옥,02-418-7744,영업중,2024-08-12
11710-2022-00211,부동산랜드공인중개사사무소,서울특별시 송파구 문정로 33 1층(문정동),류광현,02-430-1115,영업중,2024-08-12
11710-2022-00212,매머드공인중개사사무소,서울특별시 송파구 가락로 102 지하1층(석촌동),이호,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00213,시카고공인중개사사무소,"서울특별시 송파구 충민로 66 F-9070호, F-9071호(문정동, 가든파이브라이프)",김정민,02-6140-8456,영업중,2024-08-12
11710-2022-00216,꿀비공인중개사사무소,서울특별시 송파구 가락로 133 3층 (송파동),정종민,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00217,위례포스원공인중개사사무소,"서울특별시 송파구 위례송파로 124 212동 110호(거여동, 송파위례리슈빌)",김여진,02-408-9997,영업중,2024-08-12
11710-2022-00218,지구공인중개사사무소,서울특별시 송파구 마천로 341 1층(마천동),이승열,02-441-3333,영업중,2024-08-12
11710-2022-00219,은성공인중개사사무소,"서울특별시 송파구 법원로9길 26 C-121호(문정동, 에이치비즈니스파크)",강경란,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00221,플러스알파공인중개사사무소,"서울특별시 송파구 위례성대로 6 805호(방이동, 현대토픽스)",박은비,02-424-0687,영업중,2024-08-12
11710-2022-00222,㈜르네상스부동산중개법인,"서울특별시 송파구 동남로 98 3층(문정동, 대호빌딩)",권오성,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00224,코리아공인중개사사무소,서울특별시 송파구 새말로8길 32 1층(문정동),임세택,02-402-4002,영업중,2024-08-12
11710-2022-00225,위드공인중개사사무소,"서울특별시 송파구 송파대로 201 B동 B147-2호(문정동, 송파테라타워2)",신영임,02-881-5777,영업중,2024-08-12
11710-2022-00226,나루공인중개사사무소,서울특별시 송파구 오금로 173-1 1층(방이동),박태호,02-421-0211,영업중,2024-08-12
11710-2022-00227,가람공인중개사사무소,"서울특별시 송파구 송이로27길 7 101호 (가락동, 구담)",백현기,02-462-1414,영업중,2024-08-12
11710-2022-00229,나무공인중개사사무소,서울특별시 송파구 백제고분로42길 32 1층 (송파동),정슬기,02-6949-2616,영업중,2024-08-12
11710-2022-00231,송파에코공인중개사사무소,"서울특별시 송파구 정의로7길 13 134호 (문정동, 힐스테이트에코송파)",임보현,02-2622-1400,영업중,2024-08-12
11710-2022-00232,엘리트공인중개사사무소,"서울특별시 송파구 송파대로48길 37 상가동 102호 (송파동, 호수임광아파트)",윤제일,02-417-4200,영업중,2024-08-12
11710-2022-00233,도시개발공인중개사사무소,"서울특별시 송파구 석촌호수로 284 508호(송파동,현대레이크빌)",김삼만,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00234,방이부동산공인중개사사무소,"서울특별시 송파구 올림픽로34길 6 105호 (방이동, 잠실 제니알)",문승자,02-6472-8889,영업중,2024-08-12
11710-2022-00235,송파서울부동산중개,"서울특별시 송파구 충민로 152 상가동 101호 (장지동, 송파파인타운3단지)",서상승,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00236,광장부동산중개(송파헬리오시티),"서울특별시 송파구 송파대로 345 1A동 1061호 (가락동, 헬리오시티)",김태은,02-422-6700,영업중,2024-08-12
11710-2022-00238,리빙홈공인중개사사무소,서울특별시 송파구 가락로 139 1층 (송파동),박기연,02-412-7744,영업중,2024-08-12
11710-2022-00239,주식회사부동산중개법인재우,"서울특별시 송파구 법원로 128 A211호(문정동, 문정에스케이브이원지엘메트로시티)",황민재,02-6952-7770,영업중,2024-08-12
11710-2022-00239-001,주식회사 부동산중개법인재우,경기도 하남시 미사대로 550 1층 0C01-0069호(덕풍동),조선미,031-8027-7644,영업중,2024-08-12
11710-2022-00240,그린공인중개사사무소,서울특별시 송파구 양재대로66길 22 1층 (가락동),하기호,02-401-4945,영업중,2024-08-12
11710-2022-00241,유선공인중개사사무소,서울특별시 송파구 가락로 133 3층 (송파동),김유선,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00242,주식회사해담부동산중개법인,서울특별시 송파구 백제고분로 383 3층(송파동),김효실,02-552-4300,영업중,2024-08-12
11710-2022-00243,엠에스부동산중개 주식회사,서울특별시 송파구 중대로 97 5층 (가락동),손남석,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00244,대림공인중개사사무소,"서울특별시 송파구 올림픽로35길 124 에이상가 1동 1층109호 (신천동, 장미아파트)",박종대,02-412-0894,영업중,2024-08-12
11710-2022-00246,타이밍공인중개사사무소,"서울특별시 송파구 송파대로 345 1A동 B122호 (가락동, 헬리오시티)",서주영,02-448-8849,영업중,2024-08-12
11710-2022-00247,무궁화공인중개사사무소,서울특별시 송파구 동남로8길 18 1층 (문정동),최혜진,02-406-8940,영업중,2024-08-12
11710-2022-00248,삼성공인중개사사무소,서울특별시 송파구 삼학사로18길 16 103호 (석촌동),김은경,02-412-2500,영업중,2024-08-12
11710-2022-00249,예죽공인중개사사무소,서울특별시 송파구 오금로46길 8 3층(가락동),윤미영,02-2632-9070,영업중,2024-08-12
11710-2022-00250,온시아공인중개사사무소,서울특별시 송파구 중대로 197 3층 (가락동),연대겸,02-1600-2774,영업중,2024-08-12
11710-2022-00251,정직한공인중개사사무소,서울특별시 송파구 백제고분로14길 3 1층,이혜정,02-421-5900,영업중,2024-08-12
11710-2022-00252,송파로얄공인중개사사무소,"서울특별시 송파구 송파대로 345 1A동 B027호 (가락동, 헬리오시티)",이수영,02-430-4500,영업중,2024-08-12
11710-2022-00254,하나레이크부동산중개관리,"서울특별시 송파구 석촌호수로 135 상가A동 107호 (잠실동, 레이크팰리스)",양태원,02-2147-1333,영업중,2024-08-12
11710-2022-00255,공감부동산공인중개사사무소,서울특별시 송파구 송파대로44길 5 2층 (송파동),남경근,02-6406-1215,영업중,2024-08-12
11710-2022-00257,지산공인중개사사무소,서울특별시 송파구 강동대로9길 18 5층 (풍납동),김용구,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00258,국민부동산중개,"서울특별시 송파구 동남로8길 30-21 1층호(문정동, 청담주택)",이은하,02-3401-2299,영업중,2024-08-12
11710-2022-00259,참조은공인중개사사무소,"서울특별시 송파구 법원로11길 7 132호 (문정동, 문정현대지식산업센터1-2)",조경하,02-443-4343,영업중,2024-08-12
11710-2022-00260,스마트공인중개사사무소,"서울특별시 송파구 법원로11길 7 132호(문정동, 문정현대지식산업센터1-2)",김갑식,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00262,경암공인중개사사무소,"서울특별시 송파구 가락로12길 4 112호(석촌동, 파크팰리스)",김승일,02-423-5949,영업중,2024-08-12
11710-2022-00263,(원)금탑공인중개사사무소,"서울특별시 송파구 법원로 114 C동 C-104호(문정동, 엠스테이트)",박현애,02-401-4100,영업중,2024-08-12
11710-2022-00264,복공인중개사사무소,서울특별시 송파구 가락로11길 8 1층 (석촌동),김미미,02-422-2650,영업중,2024-08-12
11710-2022-00265,프라임공인중개사사무소,"서울특별시 송파구 송파대로 167 A동 104호(문정동, 문정역테라타워)",송민수,02-2047-0110,영업중,2024-08-12
11710-2022-00266,대지공인중개사사무소,"서울특별시 송파구 새말로 62 상가101호(문정동, 송파푸르지오시티)",전현도,02-406-3500,휴업,2024-08-12
11710-2022-00268,에이블공인중개사사무소,서울특별시 송파구 올림픽로 336 401호(방이동),신태희,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00269,애플공인중개사사무소,"서울특별시 송파구 송파대로 345 1B동 1105-1호(가락동, 헬리오시티)",조윤정,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00270,아마다공인중개사사무소,"서울특별시 송파구 백제고분로19길 23 106호(잠실동, 한영해시안 아파트)",노제니,02-423-6020,영업중,2024-08-12
11710-2022-00271,세주공인중개사사무소,서울특별시 송파구 백제고분로 158 3층 (잠실동),온기한,02-418-7778,영업중,2024-08-12
